ID	Plate1-102	Plate3-434	Plate2-325	Plate2-323	Plate9-216	Plate9-213	Plate3-435	Plate3-437	Plate2-328	Plate11-211	Plate2-326	Plate1-101	Plate4-433	Plate9-215	Plate1-109	Plate3-438	Plate2-321	Plate11-214	Plate1-108	Plate2-322	Plate9-220	Plate11-217	Plate3-439	Plate1-105	Plate2-330	Plate1-104	Plate9-219	Plate1-110	Plate2-324	Plate4-327	Plate3-432	Plate3-431	Plate1-103	Plate2-329	Plate1-107	Plate9-218
ABCB1B_7939	0.233476	0.65562	0.384551	0.0872999	0.273381	0.833995	0	0.246373	0.0872999	0.483031	0.42009	0.326402	0	0.1471	0.28091	0.234543	0.796945	0	0.00299218	0.0872999	0.339093	0.501129	0	0.310742	0.379761	0.00299218	0.116625	0.687953	0.382881	0.0872999	0.235112	0.594258	0.271078	0.473288	0.503388	0.431658
ABCB6_7940	0.163812	1.01388	0.844971	1.33823	0.767659	0.74003	1.21863	0.689006	0.48057	1.09695	0.934477	0.937028	0.523002	1.15646	1.11898	0.821842	1.33744	0.416437	0.87145	0.688432	0.719412	0.708457	0.592708	0.897616	0.832646	0.96755	0.658608	0.618288	0.448252	0.392046	1.21862	0.367641	0.794757	1.24876	0.959423	0.902901
ABCC1_32904	1.34233	2.13881	1.47381	1.64202	0.951635	2.01224	2.17315	1.07296	2.26608	2.14341	1.81858	2.07983	2.35359	2.53728	1.72521	1.36669	1.7972	1.55758	1.17729	1.25764	1.20219	2.34311	1.61249	1.40054	1.85905	1.77137	1.3896	1.92622	1.34667	2.04091	1.46508	1.7038	1.77352	1.88383	2.16435	1.26378
ABCC2_32541	2.93242	2.9688	2.81883	2.58155	2.82547	2.84542	3.0804	2.60217	2.89593	3.24402	3.0264	3.47543	2.70658	2.29708	2.79639	2.53878	3.10434	3.24993	2.13569	3.25839	2.57584	2.50896	3.34978	3.20652	2.79724	2.38432	2.90363	2.73713	2.81133	2.75938	2.77945	3.50217	2.57159	2.24996	3.1619	2.7922
ABCC3_7941	2.02031	2.11549	2.14509	2.41073	2.70303	2.43198	2.91442	1.79652	1.60019	2.15358	1.6622	2.18963	2.21947	2.50961	2.47028	1.82438	2.844	2.02667	1.36364	2.19676	2.1607	2.9092	2.40064	3.70128	1.62373	1.71778	1.61943	2.41299	2.61539	2.40747	1.74691	1.9186	2.08699	2.56022	1.90075	1.50034
ABCC4_32768	0.634568	0.670821	0.342054	1.09337	0.669818	0.937039	0.894098	0.261573	0.113277	0.728872	0.628989	0.618225	1.14859	0.160661	0.308713	0.938783	0.98166	0.454949	0.273496	0.767615	1.05188	0.746969	0.565745	0.807594	0.333968	0.936408	0.362466	0.886952	0.548753	0.93433	0.250313	0.340678	0.29888	0.488658	0.30258	0.35425
ABCC5_7942	3.71646	3.28675	4.00991	4.10704	3.54538	3.66876	3.69942	3.56161	2.69773	3.57747	3.67099	3.54282	3.81135	3.72772	4.07866	3.49288	3.48202	3.5141	3.454	3.76986	3.87393	3.96632	3.6554	4.09046	3.20861	3.86229	3.56871	3.31473	3.6521	3.64079	3.59009	3.62818	3.5752	3.92387	3.37213	3.29789
ABCC6_7943	0.54882	1.41179	0.847787	1.2052	1.07378	1.002	0.770359	0.313328	1.21079	0.651033	0.243079	0.948747	0.740603	1.34436	0.989246	0.990537	0.419834	1.17462	1.35042	0.879447	1.21812	0.959126	1.4648	0.721846	0.996828	1.20649	1.00944	0.630007	1.15169	1.58631	0.992303	1.2557	0.806476	0.851593	1.11099	0.447069
ABCF1_7945	4.25358	4.56918	4.71991	4.61234	4.42033	4.70231	4.64323	4.32039	4.40634	4.75215	4.25774	4.57256	4.26143	4.61186	4.78281	4.23502	4.45496	4.71115	4.26473	4.42994	3.9472	4.46269	4.82571	4.51096	4.74413	4.37573	4.41392	4.80083	4.42147	4.27276	4.51175	4.91791	4.51787	4.74002	4.32214	4.44476
ABCF3_7946	6.3887	7.42424	7.03102	7.17262	7.04346	7.11882	7.20514	7.0929	7.02783	7.12772	7.0328	7.13558	6.98245	6.87869	7.33017	6.65853	7.11927	7.1576	7.25867	7.01775	7.01486	7.34888	6.91912	7.07175	7.06497	7.02672	6.87345	7.15562	7.18058	7.13654	7.10476	7.03348	6.8989	6.70957	6.79728	6.67251
ABCG2_32656	3.91364	4.1452	4.04165	4.00751	3.80213	3.98784	4.02598	3.64492	3.93635	3.95969	3.59079	3.7429	4.11044	3.97989	3.92358	3.41508	4.03998	4.47241	3.78158	4.30486	3.83527	4.02783	3.7373	4.07624	3.846	3.69901	3.77864	3.81972	3.57191	3.99187	4.49493	3.91027	3.9463	3.87102	4.15736	3.60601
ABCG5_7947	4.46637	4.49096	4.21403	5.19493	5.07432	5.49078	4.33353	4.20322	4.49172	4.52136	4.75916	4.08629	4.38684	4.2304	4.63998	4.3733	4.91312	4.98986	3.67862	3.97606	4.39429	4.11858	5.25232	4.86378	4.81082	4.88569	4.68673	4.71448	4.33469	4.4343	4.57434	4.78463	5.01458	5.19014	5.16481	4.6787
ABCG8_7948	0.0986352	0	0.0986352	0.0986352	0	0	0	0	0.0986352	1.05901	0.0986352	0.0986352	0	0	0.0986352	0	0.0986352	0	0.0986352	0.0986352	0	0	0	0.0986352	0.0986352	0.0986352	1.00368	0.0986352	0.0986352	0.0986352	0	1.55091	0.0986352	0.0986352	0.0986352	0
ABHD1_7949	4.83794	4.84603	4.93523	5.17773	4.75866	4.68397	4.89028	4.84166	4.99163	5.06028	4.81276	5.26556	4.93043	4.85084	4.61385	5.14463	4.97024	5.13222	4.98047	4.93263	5.18263	4.90868	5.19062	5.32277	4.8555	4.96766	4.99394	4.60528	4.80334	4.69056	4.92287	4.8645	4.84557	5.17397	5.01293	4.76671
ABHD4_7950	1.77569	1.7515	2.01682	2.23112	1.93621	2.19539	2.49149	2.25196	2.6697	2.74745	1.98565	2.76069	2.2443	2.11773	1.6431	1.84921	2.21209	2.63477	2.2767	2.53699	2.0935	2.01175	2.28291	2.52445	2.1456	1.7091	1.83827	2.27704	1.84394	2.206	1.77173	2.78527	2.40233	2.07438	1.9638	2.23588
ABHD6_7951	1.71971	2.40014	1.95444	1.8375	1.9469	2.31159	2.3317	2.38073	2.18336	2.0893	2.25403	2.27216	2.2082	1.72249	2.0842	1.66894	1.8719	2.35562	1.92456	2.08536	1.62223	2.18584	1.74894	2.13238	1.93509	1.56503	1.41958	2.29594	2.24627	1.63971	1.67149	1.73533	1.80521	1.6178	1.53729	1.8547
ABL1_7952	4.49014	4.34312	4.13205	4.43249	4.10922	4.29614	3.56207	4.37977	4.14907	4.04292	4.5273	4.45438	4.40418	4.49777	3.58874	4.40633	3.84545	4.1101	4.18208	4.19421	4.34551	4.04903	4.16352	4.33048	3.96391	4.06072	4.32479	4.43949	4.05348	3.89404	4.50167	4.32957	3.65195	4.58699	4.30924	3.93349
ACAA1A_7954	8.35132	8.33012	8.5323	8.73009	8.61835	8.6625	8.86196	8.51584	8.7637	8.36427	8.73155	8.66966	8.36827	9.13486	8.51568	8.52203	8.76842	8.41427	8.41251	8.4232	8.44893	8.75438	8.46596	8.58063	8.44422	8.50946	8.56632	8.62293	8.61791	8.45262	8.68437	8.93249	8.75822	8.7844	8.95147	8.61634
ACAA2_7955	11.7648	11.848	12.589	12.213	12.3955	12.6587	12.3824	12.483	12.6094	12.2389	12.6992	12.4735	12.5182	12.906	12.2072	12.4663	12.5837	12.076	11.8053	12.3172	12.3654	11.8388	12.4018	12.467	12.0607	11.9881	12.3402	12.5375	11.6939	12.0614	12.5238	12.2283	12.6865	12.6678	12.7389	12.5172
ACACA_32532	6.70065	7.0547	6.99116	7.24175	6.72701	6.97276	6.74158	6.95909	6.74273	6.81204	6.82269	6.60799	7.18269	7.01132	6.89616	6.97174	6.88744	6.81457	7.30682	6.99292	6.63001	7.60975	6.77383	6.84866	6.94	6.92504	6.90296	6.82285	7.02736	6.45924	7.11301	6.91412	7.19741	7.20719	6.70194	6.8242
ACADL_32776	3.89242	4.44416	3.68397	3.88142	4.21335	4.28576	4.40275	3.95983	4.5645	3.87847	4.36033	4.36054	3.84022	3.85937	4.33642	3.95746	4.16866	4.84388	3.98526	4.08067	4.03592	4.33318	4.09564	3.95477	4.21584	3.97246	3.88949	4.45011	4.46788	4.10425	4.14832	4.53925	4.0411	3.97235	4.2708	3.78614
ACADM_7957	8.53069	8.70194	8.77528	8.65802	8.80557	8.73375	8.92393	8.82564	8.96889	8.57608	8.8328	8.91739	8.45657	8.88012	8.73787	8.78576	8.71272	9.06631	8.78789	8.82631	8.64117	8.92885	9.04964	8.64014	8.7717	8.67734	8.67583	8.90743	8.84567	8.76118	8.73703	8.81202	8.86476	8.63154	8.70895	8.68733
ACADSB_7959	5.80191	5.97929	6.04234	6.00726	5.98957	6.09459	6.24016	6.07919	6.26497	6.01852	5.97153	6.31882	5.67954	5.93349	6.05876	5.93113	6.24652	6.29735	5.98791	6.07451	6.03175	6.02929	6.09284	6.17217	5.79927	5.87374	5.94488	5.95268	6.08569	5.83265	6.03772	6.22863	5.98988	6.00516	5.99849	5.81763
ACADVL_7960	7.96727	8.22077	8.15165	8.20365	8.07553	8.2482	8.30861	8.05568	8.29555	8.09409	8.04362	8.21576	8.08573	8.30093	8.23862	8.14169	8.26023	8.25764	8.05913	8.23015	8.18211	8.33518	8.302	8.24146	8.25813	8.15186	8.07552	8.20535	8.15922	8.04859	8.21339	8.25348	8.30924	8.28446	8.23395	8.14928
ACAT2_7961	3.65131	4.15846	3.98582	4.74336	4.62166	4.45326	4.66983	3.96641	4.85269	4.09001	4.71859	3.97241	4.49379	4.494	4.34692	3.94865	4.57905	4.82278	4.18506	3.54504	3.82442	5.01425	4.71443	4.07887	3.58533	3.85333	3.61236	4.9171	4.58422	3.98851	3.41406	4.41318	4.86391	4.51334	4.56962	3.954
ACBD3_7962	2.87714	3.32901	3.35032	3.03012	2.83299	3.05432	2.21806	3.17114	2.96663	3.05828	3.15421	2.89645	3.46713	3.4469	3.13757	2.32124	2.67272	3.08258	3.04019	3.21104	3.06992	2.62653	3.10916	3.21701	2.96733	2.85568	3.11913	2.83188	2.76235	2.34316	2.79153	3.3149	2.68118	2.92789	3.25854	2.88639
ACD_7963	3.99629	4.10003	4.13186	4.06606	4.08836	4.00668	3.71238	3.72424	4.14887	4.266	4.14055	3.78967	3.94746	4.33552	4.41679	4.0613	3.90204	4.08621	4.12516	3.66103	4.09046	4.15636	4.28535	4.19909	4.4413	4.19405	4.08713	4.28883	4.07111	4.13617	4.39545	4.1271	4.03678	4.44638	4.04205	4.11231
ACE_32504	0.00691612	0	0.00691612	0.00691612	0.00691612	0.00691612	0.255897	0	0.00691612	0.00691612	0.00691612	0.00691612	0	0.00691612	0.00691612	0	0.00691612	0.00691612	0.00691612	0.00691612	0.00691612	0.00691612	0	0.00691612	0.00691612	0.00691612	0.00691612	0.00691612	0.00691612	0.00691612	0	0	0.00691612	0.00691612	0.00691612	0.00691612
ACE_34123	0.186731	0.00164125	0	0.311077	0.0440133	0.0440133	0.278286	0.253127	0	0.25925	0	0	0.00164125	0.0440133	0	0.00164125	0	0.0440133	0.198949	0	0.0440133	0.0440133	0.306057	0	0.29056	0.188501	0.0440133	0	0	0.260635	0.00164125	0.00164125	0	0	0.228032	0.237602
ACLY_7965	7.58391	8.70725	8.21211	8.80279	7.94777	8.33584	7.76288	8.25408	8.09478	7.96403	8.1827	7.53793	8.16834	7.95328	7.99501	8.06575	7.84109	8.41672	8.48531	8.19761	7.22639	8.59271	7.97131	8.22294	8.24903	8.1928	7.58417	8.26971	7.92061	7.31111	8.01446	8.61574	8.12561	7.76005	7.83471	8.0093
ACMSD_32377	0.387881	0	0.0557813	0.0557813	0	0.224423	0.27432	0	0.0557813	0.203068	0.0557813	0	0	0	0	0	0.0557813	0	0	0.0557813	0.215508	0	0.302091	0	0.0557813	0.190966	0	0	0.0557813	0.0557813	0	0	0	0.0557813	0	0
ACO1_7966	5.3699	5.17313	5.11102	5.15168	5.38916	5.18562	5.76257	5.54708	5.31274	5.34431	5.20709	5.33485	5.02445	5.34175	5.26838	5.07634	5.67362	5.87109	5.12299	5.54973	5.01056	5.58912	5.67155	5.63525	5.3675	5.35707	5.10419	5.23297	5.14067	5.352	5.35622	5.22939	5.1476	5.48344	5.26552	5.01672
ACO2_7967	1.30679	1.79291	1.40708	1.57529	1.86129	1.85843	1.88251	1.85746	1.68788	2.11197	1.52693	1.22634	0.909006	1.24298	2.1181	1.80403	1.73048	1.87494	1.64459	1.94609	1.50772	1.79167	1.58594	1.99839	1.6053	1.68271	1.01773	1.83077	2.04708	0.904578	1.55167	2.1805	1.0674	1.93023	1.67195	1.57142
ACOT12_32718	7.45506	7.65326	8.04967	7.70178	7.94449	7.69954	7.90232	7.61586	8.02632	7.35542	7.56029	7.74093	7.54205	7.84236	7.77919	7.57792	7.8867	7.97132	8.13108	7.68961	7.77237	7.93412	8.05951	7.58807	7.8118	7.60305	7.60856	7.86617	7.6764	7.63589	7.60783	7.78103	7.99292	7.7009	7.79687	7.94711
ACOT1_7968	0.804169	0.046813	0	0.159413	0.57125	0.0620922	0.323458	0.512384	0.419532	0.464584	0.676967	0.36807	0.532764	0.294372	0.322578	0.046813	0.731776	0.35638	0.676574	0.98205	0.0620922	0.285062	0.046813	0.0446602	0.381946	0.47691	0.598552	0.31076	0.142016	0.331007	1.4422	0.377403	0.538736	0.232423	0.316445	0.716913
ACOT2_7969	3.39783	3.62302	3.66616	3.76727	3.78201	3.739	4.13197	3.50361	4.02229	3.88555	4.28145	3.9794	3.46468	4.18396	3.5382	3.62295	3.93023	4.03376	3.19848	3.70182	3.59247	4.09189	3.58952	4.14304	3.76062	3.89584	3.47033	3.80149	3.65784	3.4848	4.02745	4.26741	4.15298	3.81473	4.12958	3.60294
ACOT3_7970	3.50434	3.78992	3.78398	4.05896	3.78749	3.97939	3.83579	3.83474	4.41144	3.99783	3.95439	3.66424	3.92337	4.03231	3.81514	3.5556	3.67998	3.62238	3.17312	3.37406	3.58104	4.25254	3.48886	4.15006	3.71696	3.7131	3.69169	3.56499	3.75432	3.79556	4.37859	3.60861	4.36426	4.02479	4.31461	3.79222
ACOT4_7971	2.3979	2.42814	2.43189	2.50155	1.9868	2.84681	3.10026	2.22662	2.84101	2.05967	2.47411	2.49943	1.72965	2.9423	2.4067	2.34955	2.57811	3.09697	2.01316	2.37683	1.91011	2.76967	2.46355	2.31344	2.12005	2.49092	1.98847	2.71313	2.87323	2.16126	2.61059	2.57052	2.50688	2.34785	2.5712	2.37469
ACOT9_7972	0.013331	0	0.0374812	0.0374812	0	0	0.462427	0	0.0374812	0	0.0374812	0.013331	0	0.227722	0.013331	0	0.0374812	0	0.013331	0.0374812	0.223119	0.218412	0	0.013331	0.0374812	0.245584	0	0.013331	0.0374812	0.300018	0	0.284335	0.013331	0.0374812	0.285116	0
ACOX1_7973	9.21992	9.19023	9.05843	9.15703	9.06305	9.12295	9.533	9.14177	9.46886	9.33748	9.34506	9.65111	8.90139	9.1483	9.24987	9.12403	9.45632	9.33513	8.84116	9.07159	9.18377	9.58004	9.30878	8.99026	9.14891	9.22841	9.07774	9.17502	9.28341	9.11334	9.30447	9.44532	9.23942	9.13759	9.42096	8.98782
ACOX2_32902	6.41293	6.74952	6.4655	6.59712	6.63066	6.84301	6.81413	6.34121	6.88917	6.37822	6.7501	6.64804	6.55389	6.59518	6.79627	6.73479	6.7358	6.67901	6.76066	6.35679	6.6689	6.67065	6.82603	6.62471	6.78952	6.43389	6.51071	6.75949	6.41983	6.5883	6.17564	6.60714	6.55898	6.59069	6.62226	6.56375
ACP5_32623	0.452929	0.310998	0	0	0.1025	0.542296	0.332289	0.0556444	0	0.317737	0.595721	0	0.0556444	0.33478	0.560503	0.2953	0	0.1025	0.299549	0.302371	0.1025	0.1025	0.0556444	0.156905	0.285162	0.0814093	0.1025	0.115256	0.288281	0.477273	0.0556444	0.386234	0.117242	0	0.120941	0.1025
ACSL6_32382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM3_7976	6.05408	5.50324	6.14331	5.69445	5.52922	5.73912	6.40262	5.46044	5.83749	5.63723	5.61387	6.22146	5.81906	6.16067	6.4532	5.31354	5.82013	5.93588	5.3762	5.60239	6.28698	5.53016	5.75685	4.35373	5.65333	5.62053	5.52228	6.04917	5.24293	5.92594	5.87105	5.54181	6.14794	6.19363	5.8065	5.5821
ACSS1_32386	0.500445	0.523064	0.379614	0.395341	0.304689	0	0.759346	0.516401	0.397183	1.179	0.0823624	0.881804	0.31417	0.403461	0.0712766	0.495943	0.0823624	0.725413	0.313978	0.646837	0.219804	1.11988	0.606486	1.20147	1.00754	0.835685	0.331991	0.756237	0.832658	0.759313	0.677063	0.0508295	0.0712766	0.772564	0.343062	0.450353
ACSS2_7977	1.85936	1.98326	1.25762	2.54041	1.91566	2.55058	1.9976	1.80751	2.49198	1.70213	2.73156	2.05505	2.16332	2.20204	1.87005	2.05181	2.08004	2.28647	2.15657	1.42191	1.28617	2.52336	2.3421	1.73358	1.84961	1.73538	1.47359	2.09535	1.94286	1.46119	2.30053	1.92959	1.82758	2.19662	2.35462	2.10399
ACTA1_7978	0	0.0172548	0.0172548	0.0172548	0	0	0.0172548	0.0172548	0.0172548	0.210968	0.0172548	0	0.0172548	0	0	0.0172548	0.0172548	0	0.212461	0.0172548	0	0	0.0172548	0	0.0172548	0.202013	0	0	0.0172548	0.0172548	0.0172548	0.0172548	0	0.0172548	0	0
ACTA2_33040	0.212072	0.866563	0.740481	0.7669	0.171463	0.217665	0.547821	0.856131	0.196884	0.697913	0.196884	1.69522	0.525091	0.413369	0.670255	0.664066	0.474037	0.519669	0.414818	0.977844	0.872289	1.39863	0.343556	0.559703	0.732396	0.390771	0.907692	0.639061	0.196884	1.04355	0.485241	1.0607	1.17998	0.582872	0.0546891	0.49791
ACTC1_32706	0.00656341	0.00656341	0	0	0.00656341	0.00656341	0.00656341	0.00656341	0	0.00656341	0	0.00656341	0.00656341	0.00656341	0.00656341	0.00656341	0	0.00656341	0.00656341	0	0.00656341	0.00656341	0.00656341	0.00656341	0	0.00656341	0.00656341	0.00656341	0	0.242846	0.00656341	0.00656341	0.00656341	0	0.00656341	0.00656341
ACTG2_32972	0.0267735	0.421343	0.0267735	0.0267735	0	0	0	0	0.0267735	0	0.0267735	0.0267735	0	0	0.0267735	0	0.0267735	0.291633	0.0267735	0.0267735	0	0	0.253525	0.0267735	0.0267735	0.0267735	0	0.0267735	0.0267735	0.0267735	0	0	0.0267735	0.0267735	0.0267735	0
ACTN1_7980	5.38916	5.37937	6.22287	6.00482	5.3256	5.62642	5.41746	5.5126	5.12151	5.8328	5.14156	5.49656	5.60202	5.7251	5.80933	5.52856	5.62814	5.80895	5.59966	5.51583	5.62535	5.34724	5.56634	5.76616	5.21827	5.38353	5.63942	5.7729	5.72839	5.35361	5.49694	5.97642	5.55079	5.89011	5.60783	5.24631
ACVRL1_32420	1.27462	0.997458	2.01769	1.78171	1.35273	1.64899	1.31339	1.32561	1.09465	1.27682	1.6062	1.09304	0.371197	1.23566	1.83042	1.62908	1.54245	1.88611	0.712132	1.2481	1.10168	0.821846	1.98584	1.77321	0.647996	1.2819	1.31668	1.69748	0.653264	0.959153	1.5516	1.49888	1.42382	1.90077	0.790221	1.18682
ACY3_32489	5.82654	6.16083	5.83507	5.80133	5.87404	5.89134	6.50124	5.45718	6.41612	5.66178	5.98174	6.70448	5.48594	6.17811	6.08619	5.38353	5.99753	6.14631	5.79981	5.8676	5.83228	5.97667	6.21214	5.47288	5.71171	5.25262	5.62455	6.32653	5.54881	5.93893	5.52496	6.28096	5.65739	5.69925	5.77218	5.78173
ADAM10_7983	0.963105	1.11848	1.17938	1.09489	1.01546	1.17981	1.31639	0.823259	0.373071	1.51418	1.29369	1.52719	1.14477	0.738642	1.37752	0.934963	1.11183	1.06059	0.513439	1.56306	0.35839	1.35541	0.775834	0.839845	0.725147	1.42594	0.667172	1.07222	1.04137	1.06126	0.246493	1.6199	1.07815	0.741278	0.760733	1.13448
ADAM8_7984	0.0123905	0	0.0123905	0.0123905	0	0	0	0	0.0123905	0	0.0123905	0.0123905	0.249397	0.221443	0.0123905	0	0.0123905	0	0.0123905	0.0123905	0	0	0	0.0123905	0.0123905	0.0123905	0	0.0123905	0.0123905	0.0123905	0	0	0.0123905	0.0123905	0.0123905	0
ADAMTS4_33053	0.177251	0.0242874	0	0	0.054729	0.054729	0.0242874	0.0242874	0	0.054729	0	0	0.0242874	0.054729	0	0.0242874	0.483761	0.054729	0	0	0.054729	0.054729	0.328704	0	0	0	0.054729	0	0.269797	0	0.0242874	0.0242874	0.214853	0	0.218553	0.054729
ADAT1_7986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADCK3_7987	2.23966	1.97489	1.66732	2.76911	1.82037	2.52302	2.34762	1.52353	2.24339	2.22191	2.07867	2.4917	2.66966	2.3647	1.93763	2.28925	2.50381	2.57381	2.30341	2.42235	2.33933	2.16608	2.10249	2.36026	2.28499	2.24903	1.99462	1.71689	2.23268	2.01822	2.0462	2.76305	2.42905	2.17694	2.60521	2.34872
ADCY2_32834	0.0112753	0	0.0112753	0.0112753	0.182627	0	0	0	0.0112753	0	0.0112753	0.0112753	0	0	0.0112753	0	0.0112753	0	0.0112753	0.0112753	0	0	0	0.0112753	0.0112753	0.0112753	0	0.0112753	0.0112753	0.0112753	0	0	0.0112753	0.0112753	0.0112753	0
ADCY4_7988	0.584335	0.635	0.720837	0.536903	0.0940696	0.140271	1.01472	0.225753	0	0.620519	0.569909	0.478576	0.460219	0.66816	0.866514	0.213923	0.852229	0.651143	0.397869	0.276558	0.794896	0.319726	0.743833	0.155167	0.259349	0.587417	0.440138	0.421267	0.507667	1.10276	0.214492	0.573637	0.649243	0	0.155167	0.0972676
ADCY8_32323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADH5_7991	6.91393	7.32597	7.28988	7.36799	7.27363	7.24456	7.37954	7.13246	7.11476	7.20258	7.14083	7.20942	7.16437	7.29725	7.2642	7.33536	7.50279	7.13483	7.05579	7.1049	7.09088	7.40305	7.34557	8.08509	7.31803	7.1395	7.13839	7.22954	7.29849	6.97563	7.23246	7.30529	7.21696	7.40792	7.12707	7.28579
ADHFE1_7993	4.08159	4.76107	4.48622	4.74636	4.44574	4.82433	4.80407	4.58873	4.60357	4.45877	4.90582	5.17815	4.34829	4.50754	4.68666	4.51654	4.57318	4.8439	4.60933	4.71681	4.61433	4.81409	4.95093	4.59886	4.69346	4.42664	4.74776	4.9581	4.96349	4.47827	4.62483	4.81118	4.60919	4.41775	4.73953	4.59503
ADI1_7994	5.32317	5.41914	5.15027	5.21195	5.47788	5.7254	5.36079	5.29278	5.79951	5.06653	5.51734	5.66843	5.23575	5.02554	5.52725	5.35022	5.40628	6.08704	5.54997	5.3878	5.41588	5.40534	5.49304	5.40092	5.15249	5.25152	5.0013	5.35711	5.81476	5.52861	5.16865	5.69454	5.08679	5.0294	5.27119	5.31277
ADIPOQ_32429	0.117047	0.0519675	0.0519675	0.0519675	0.00950242	0.00950242	0.0519675	0.0519675	0.0519675	0.00950242	0.0519675	0.209972	0.0519675	0.00950242	0.164481	0.0519675	0.0519675	0.00950242	0.129265	0.0519675	0.00950242	0.00950242	0.0519675	0.194312	0.0519675	0	0.00950242	0	0.0519675	0.0519675	0.0519675	0.0519675	0	0.0519675	0.158348	0.203091
