ID	Plate1-106	Plate3-438	Plate3-431	Plate9-219	Plate2-330	Plate9-220	Plate4-327	Plate2-326	Plate2-329	Plate1-101	Plate4-433	Plate11-212	Plate3-439	Plate9-218	Plate3-436	Plate9-213	Plate9-216	Plate9-215	Plate1-109	Plate3-432	Plate3-440	Plate1-107	Plate2-321	Plate1-103	Plate1-108	Plate3-435	Plate1-105	Plate1-110	Plate1-104	Plate2-328	Plate11-214	Plate3-434	Plate3-437	Plate2-325	Plate2-324	Plate11-217
ABHD6_7951	2.28898	1.66894	1.73533	1.41958	1.93509	1.62223	1.63971	2.25403	1.6178	2.27216	2.2082	2.1172	1.74894	1.8547	2.13142	2.31159	1.9469	1.72249	2.0842	1.67149	1.34857	1.53729	1.8719	1.80521	1.92456	2.3317	2.13238	2.29594	1.56503	2.18336	2.35562	2.40014	2.38073	1.95444	2.24627	2.18584
ABL1_7952	4.27177	4.40633	4.32957	4.32479	3.96391	4.34551	3.89404	4.5273	4.58699	4.45438	4.40418	4.07003	4.16352	3.93349	3.73488	4.29614	4.10922	4.49777	3.58874	4.50167	3.95389	4.30924	3.84545	3.65195	4.18208	3.56207	4.33048	4.43949	4.06072	4.14907	4.1101	4.34312	4.37977	4.13205	4.05348	4.04903
ACAA1A_7954	8.87653	8.52203	8.93249	8.56632	8.44422	8.44893	8.45262	8.73155	8.7844	8.66966	8.36827	8.66817	8.46596	8.61634	8.63879	8.6625	8.61835	9.13486	8.51568	8.68437	8.92856	8.95147	8.76842	8.75822	8.41251	8.86196	8.58063	8.62293	8.50946	8.7637	8.41427	8.33012	8.51584	8.5323	8.61791	8.75438
ACAA2_7955	12.8265	12.4663	12.2283	12.3402	12.0607	12.3654	12.0614	12.6992	12.6678	12.4735	12.5182	12.1586	12.4018	12.5172	12.3472	12.6587	12.3955	12.906	12.2072	12.5238	12.2963	12.7389	12.5837	12.6865	11.8053	12.3824	12.467	12.5375	11.9881	12.6094	12.076	11.848	12.483	12.589	11.6939	11.8388
ACACA_32532	7.30495	6.97174	6.91412	6.90296	6.94	6.63001	6.45924	6.82269	7.20719	6.60799	7.18269	7.00785	6.77383	6.8242	6.59001	6.97276	6.72701	7.01132	6.89616	7.11301	7.01169	6.70194	6.88744	7.19741	7.30682	6.74158	6.84866	6.82285	6.92504	6.74273	6.81457	7.0547	6.95909	6.99116	7.02736	7.60975
ACADL_32776	4.23598	3.95746	4.53925	3.88949	4.21584	4.03592	4.10425	4.36033	3.97235	4.36054	3.84022	4.37431	4.09564	3.78614	3.95876	4.28576	4.21335	3.85937	4.33642	4.14832	4.15347	4.2708	4.16866	4.0411	3.98526	4.40275	3.95477	4.45011	3.97246	4.5645	4.84388	4.44416	3.95983	3.68397	4.46788	4.33318
ACADM_7957	9.01164	8.78576	8.81202	8.67583	8.7717	8.64117	8.76118	8.8328	8.63154	8.91739	8.45657	8.7891	9.04964	8.68733	8.75842	8.73375	8.80557	8.88012	8.73787	8.73703	8.73316	8.70895	8.71272	8.86476	8.78789	8.92393	8.64014	8.90743	8.67734	8.96889	9.06631	8.70194	8.82564	8.77528	8.84567	8.92885
ACADSB_7959	6.17558	5.93113	6.22863	5.94488	5.79927	6.03175	5.83265	5.97153	6.00516	6.31882	5.67954	6.17285	6.09284	5.81763	6.06077	6.09459	5.98957	5.93349	6.05876	6.03772	6.00065	5.99849	6.24652	5.98988	5.98791	6.24016	6.17217	5.95268	5.87374	6.26497	6.29735	5.97929	6.07919	6.04234	6.08569	6.02929
ACADVL_7960	8.31261	8.14169	8.25348	8.07552	8.25813	8.18211	8.04859	8.04362	8.28446	8.21576	8.08573	8.21676	8.302	8.14928	8.13704	8.2482	8.07553	8.30093	8.23862	8.21339	8.21685	8.23395	8.26023	8.30924	8.05913	8.30861	8.24146	8.20535	8.15186	8.29555	8.25764	8.22077	8.05568	8.15165	8.15922	8.33518
ACAT2_7961	4.65741	3.94865	4.41318	3.61236	3.58533	3.82442	3.98851	4.71859	4.51334	3.97241	4.49379	4.20921	4.71443	3.954	4.63926	4.45326	4.62166	4.494	4.34692	3.41406	4.67788	4.56962	4.57905	4.86391	4.18506	4.66983	4.07887	4.9171	3.85333	4.85269	4.82278	4.15846	3.96641	3.98582	4.58422	5.01425
ACBD3_7962	2.59013	2.32124	3.3149	3.11913	2.96733	3.06992	2.34316	3.15421	2.92789	2.89645	3.46713	2.20874	3.10916	2.88639	2.75687	3.05432	2.83299	3.4469	3.13757	2.79153	2.90672	3.25854	2.67272	2.68118	3.04019	2.21806	3.21701	2.83188	2.85568	2.96663	3.08258	3.32901	3.17114	3.35032	2.76235	2.62653
ACD_7963	4.05666	4.0613	4.1271	4.08713	4.4413	4.09046	4.13617	4.14055	4.44638	3.78967	3.94746	3.91635	4.28535	4.11231	4.5449	4.00668	4.08836	4.33552	4.41679	4.39545	4.24718	4.04205	3.90204	4.03678	4.12516	3.71238	4.19909	4.28883	4.19405	4.14887	4.08621	4.10003	3.72424	4.13186	4.07111	4.15636
ACE_32504	0.00691612	0	0	0.00691612	0.00691612	0.00691612	0.00691612	0.00691612	0.00691612	0.00691612	0	0.00691612	0	0.00691612	0	0.00691612	0.00691612	0.00691612	0.00691612	0	0	0.00691612	0.00691612	0.00691612	0.00691612	0.255897	0.00691612	0.00691612	0.00691612	0.00691612	0.00691612	0	0	0.00691612	0.00691612	0.00691612
ACE_34123	0.265509	0.00164125	0.00164125	0.0440133	0.29056	0.0440133	0.260635	0	0	0	0.00164125	0.0440133	0.306057	0.237602	0.00164125	0.0440133	0.0440133	0.0440133	0	0.00164125	0.00164125	0.228032	0	0	0.198949	0.278286	0	0	0.188501	0	0.0440133	0.00164125	0.253127	0	0	0.0440133
ACLY_7965	8.32394	8.06575	8.61574	7.58417	8.24903	7.22639	7.31111	8.1827	7.76005	7.53793	8.16834	8.54164	7.97131	8.0093	7.48721	8.33584	7.94777	7.95328	7.99501	8.01446	7.52484	7.83471	7.84109	8.12561	8.48531	7.76288	8.22294	8.26971	8.1928	8.09478	8.41672	8.70725	8.25408	8.21211	7.92061	8.59271
ACMSD_32377	0.267975	0	0	0	0.0557813	0.215508	0.0557813	0.0557813	0.0557813	0	0	0	0.302091	0	0	0.224423	0	0	0	0	0	0	0.0557813	0	0	0.27432	0	0	0.190966	0.0557813	0	0	0	0.0557813	0.0557813	0
ACO1_7966	5.61496	5.07634	5.22939	5.10419	5.3675	5.01056	5.352	5.20709	5.48344	5.33485	5.02445	5.49696	5.67155	5.01672	5.37687	5.18562	5.38916	5.34175	5.26838	5.35622	5.13189	5.26552	5.67362	5.1476	5.12299	5.76257	5.63525	5.23297	5.35707	5.31274	5.87109	5.17313	5.54708	5.11102	5.14067	5.58912
ACO2_7967	1.8139	1.80403	2.1805	1.01773	1.6053	1.50772	0.904578	1.52693	1.93023	1.22634	0.909006	1.52279	1.58594	1.57142	1.18979	1.85843	1.86129	1.24298	2.1181	1.55167	1.60713	1.67195	1.73048	1.0674	1.64459	1.88251	1.99839	1.83077	1.68271	1.68788	1.87494	1.79291	1.85746	1.40708	2.04708	1.79167
ACOT12_32718	7.78604	7.57792	7.78103	7.60856	7.8118	7.77237	7.63589	7.56029	7.7009	7.74093	7.54205	7.66407	8.05951	7.94711	7.93829	7.69954	7.94449	7.84236	7.77919	7.60783	8.0613	7.79687	7.8867	7.99292	8.13108	7.90232	7.58807	7.86617	7.60305	8.02632	7.97132	7.65326	7.61586	8.04967	7.6764	7.93412
ACOT1_7968	0.0446602	0.046813	0.377403	0.598552	0.381946	0.0620922	0.331007	0.676967	0.232423	0.36807	0.532764	0.492267	0.046813	0.716913	0.528103	0.0620922	0.57125	0.294372	0.322578	1.4422	0.046813	0.316445	0.731776	0.538736	0.676574	0.323458	0.0446602	0.31076	0.47691	0.419532	0.35638	0.046813	0.512384	0	0.142016	0.285062
ACOT2_7969	3.85036	3.62295	4.26741	3.47033	3.76062	3.59247	3.4848	4.28145	3.81473	3.9794	3.46468	3.70528	3.58952	3.60294	3.76607	3.739	3.78201	4.18396	3.5382	4.02745	4.09051	4.12958	3.93023	4.15298	3.19848	4.13197	4.14304	3.80149	3.89584	4.02229	4.03376	3.62302	3.50361	3.66616	3.65784	4.09189
ACOT3_7970	4.29058	3.5556	3.60861	3.69169	3.71696	3.58104	3.79556	3.95439	4.02479	3.66424	3.92337	3.81756	3.48886	3.79222	4.12739	3.97939	3.78749	4.03231	3.81514	4.37859	4.01157	4.31461	3.67998	4.36426	3.17312	3.83579	4.15006	3.56499	3.7131	4.41144	3.62238	3.78992	3.83474	3.78398	3.75432	4.25254
ACOT4_7971	2.79311	2.34955	2.57052	1.98847	2.12005	1.91011	2.16126	2.47411	2.34785	2.49943	1.72965	2.7304	2.46355	2.37469	2.45377	2.84681	1.9868	2.9423	2.4067	2.61059	2.77323	2.5712	2.57811	2.50688	2.01316	3.10026	2.31344	2.71313	2.49092	2.84101	3.09697	2.42814	2.22662	2.43189	2.87323	2.76967
ACOT9_7972	0.013331	0	0.284335	0	0.0374812	0.223119	0.300018	0.0374812	0.0374812	0.013331	0	0	0	0	0.214368	0	0	0.227722	0.013331	0	0	0.285116	0.0374812	0.013331	0.013331	0.462427	0.013331	0.013331	0.245584	0.0374812	0	0	0	0.0374812	0.0374812	0.218412
ACOX1_7973	9.2244	9.12403	9.44532	9.07774	9.14891	9.18377	9.11334	9.34506	9.13759	9.65111	8.90139	9.40426	9.30878	8.98782	8.96984	9.12295	9.06305	9.1483	9.24987	9.30447	9.32173	9.42096	9.45632	9.23942	8.84116	9.533	8.99026	9.17502	9.22841	9.46886	9.33513	9.19023	9.14177	9.05843	9.28341	9.58004
ACOX2_32902	6.56557	6.73479	6.60714	6.51071	6.78952	6.6689	6.5883	6.7501	6.59069	6.64804	6.55389	6.64271	6.82603	6.56375	6.83182	6.84301	6.63066	6.59518	6.79627	6.17564	6.54865	6.62226	6.7358	6.55898	6.76066	6.81413	6.62471	6.75949	6.43389	6.88917	6.67901	6.74952	6.34121	6.4655	6.41983	6.67065
ACP5_32623	0.158418	0.2953	0.386234	0.1025	0.285162	0.1025	0.477273	0.595721	0	0	0.0556444	0.1025	0.0556444	0.1025	0.0556444	0.542296	0.1025	0.33478	0.560503	0.0556444	0.309266	0.120941	0	0.117242	0.299549	0.332289	0.156905	0.115256	0.0814093	0	0.1025	0.310998	0.0556444	0	0.288281	0.1025
ACSL6_32382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM3_7976	5.64464	5.31354	5.54181	5.52228	5.65333	6.28698	5.92594	5.61387	6.19363	6.22146	5.81906	5.80384	5.75685	5.5821	5.99228	5.73912	5.52922	6.16067	6.4532	5.87105	6.06658	5.8065	5.82013	6.14794	5.3762	6.40262	4.35373	6.04917	5.62053	5.83749	5.93588	5.50324	5.46044	6.14331	5.24293	5.53016
ACSS1_32386	0.380539	0.495943	0.0508295	0.331991	1.00754	0.219804	0.759313	0.0823624	0.772564	0.881804	0.31417	0.825648	0.606486	0.450353	0.892385	0	0.304689	0.403461	0.0712766	0.677063	0.520081	0.343062	0.0823624	0.0712766	0.313978	0.759346	1.20147	0.756237	0.835685	0.397183	0.725413	0.523064	0.516401	0.379614	0.832658	1.11988
ACSS2_7977	2.28627	2.05181	1.92959	1.47359	1.84961	1.28617	1.46119	2.73156	2.19662	2.05505	2.16332	1.92983	2.3421	2.10399	1.75963	2.55058	1.91566	2.20204	1.87005	2.30053	1.63847	2.35462	2.08004	1.82758	2.15657	1.9976	1.73358	2.09535	1.73538	2.49198	2.28647	1.98326	1.80751	1.25762	1.94286	2.52336
ACTA1_7978	0	0.0172548	0.0172548	0	0.0172548	0	0.0172548	0.0172548	0.0172548	0	0.0172548	0	0.0172548	0	0.0172548	0	0	0	0	0.0172548	0.0172548	0	0.0172548	0	0.212461	0.0172548	0	0	0.202013	0.0172548	0	0.0172548	0.0172548	0.0172548	0.0172548	0
ACTA2_33040	0.0921659	0.664066	1.0607	0.907692	0.732396	0.872289	1.04355	0.196884	0.582872	1.69522	0.525091	0.212134	0.343556	0.49791	0.520429	0.217665	0.171463	0.413369	0.670255	0.485241	0.0391397	0.0546891	0.474037	1.17998	0.414818	0.547821	0.559703	0.639061	0.390771	0.196884	0.519669	0.866563	0.856131	0.740481	0.196884	1.39863
ACTC1_32706	0.00656341	0.00656341	0.00656341	0.00656341	0	0.00656341	0.242846	0	0	0.00656341	0.00656341	0.00656341	0.00656341	0.00656341	0.00656341	0.00656341	0.00656341	0.00656341	0.00656341	0.00656341	0.00656341	0.00656341	0	0.00656341	0.00656341	0.00656341	0.00656341	0.00656341	0.00656341	0	0.00656341	0.00656341	0.00656341	0	0	0.00656341
ACTG2_32972	0.0267735	0	0	0	0.0267735	0	0.0267735	0.0267735	0.0267735	0.0267735	0	0	0.253525	0	0	0	0	0	0.0267735	0	0	0.0267735	0.0267735	0.0267735	0.0267735	0	0.0267735	0.0267735	0.0267735	0.0267735	0.291633	0.421343	0	0.0267735	0.0267735	0
ACTN1_7980	5.4492	5.52856	5.97642	5.63942	5.21827	5.62535	5.35361	5.14156	5.89011	5.49656	5.60202	5.64794	5.56634	5.24631	5.95595	5.62642	5.3256	5.7251	5.80933	5.49694	5.38946	5.60783	5.62814	5.55079	5.59966	5.41746	5.76616	5.7729	5.38353	5.12151	5.80895	5.37937	5.5126	6.22287	5.72839	5.34724
ACVRL1_32420	1.57512	1.62908	1.49888	1.31668	0.647996	1.10168	0.959153	1.6062	1.90077	1.09304	0.371197	1.62462	1.98584	1.18682	1.25483	1.64899	1.35273	1.23566	1.83042	1.5516	1.52409	0.790221	1.54245	1.42382	0.712132	1.31339	1.77321	1.69748	1.2819	1.09465	1.88611	0.997458	1.32561	2.01769	0.653264	0.821846
ACY3_32489	5.89945	5.38353	6.28096	5.62455	5.71171	5.83228	5.93893	5.98174	5.69925	6.70448	5.48594	5.83127	6.21214	5.78173	6.05719	5.89134	5.87404	6.17811	6.08619	5.52496	5.7341	5.77218	5.99753	5.65739	5.79981	6.50124	5.47288	6.32653	5.25262	6.41612	6.14631	6.16083	5.45718	5.83507	5.54881	5.97667
ADAM10_7983	0.626836	0.934963	1.6199	0.667172	0.725147	0.35839	1.06126	1.29369	0.741278	1.52719	1.14477	1.16083	0.775834	1.13448	1.37585	1.17981	1.01546	0.738642	1.37752	0.246493	0.829025	0.760733	1.11183	1.07815	0.513439	1.31639	0.839845	1.07222	1.42594	0.373071	1.06059	1.11848	0.823259	1.17938	1.04137	1.35541
ADAM8_7984	0.0123905	0	0	0	0.0123905	0	0.0123905	0.0123905	0.0123905	0.0123905	0.249397	0	0	0	0	0	0	0.221443	0.0123905	0	0	0.0123905	0.0123905	0.0123905	0.0123905	0	0.0123905	0.0123905	0.0123905	0.0123905	0	0	0	0.0123905	0.0123905	0
ADAMTS4_33053	0.256029	0.0242874	0.0242874	0.054729	0	0.054729	0	0	0	0	0.0242874	0.054729	0.328704	0.054729	0.0242874	0.054729	0.054729	0.054729	0	0.0242874	0.0242874	0.218553	0.483761	0.214853	0	0.0242874	0	0	0	0	0.054729	0.0242874	0.0242874	0	0.269797	0.054729
ADAT1_7986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADCK3_7987	2.06464	2.28925	2.76305	1.99462	2.28499	2.33933	2.01822	2.07867	2.17694	2.4917	2.66966	2.04494	2.10249	2.34872	2.50429	2.52302	1.82037	2.3647	1.93763	2.0462	2.1765	2.60521	2.50381	2.42905	2.30341	2.34762	2.36026	1.71689	2.24903	2.24339	2.57381	1.97489	1.52353	1.66732	2.23268	2.16608
ADCY2_32834	0.0112753	0	0	0	0.0112753	0	0.0112753	0.0112753	0.0112753	0.0112753	0	0	0	0	0.245835	0	0.182627	0	0.0112753	0	0	0.0112753	0.0112753	0.0112753	0.0112753	0	0.0112753	0.0112753	0.0112753	0.0112753	0	0	0	0.0112753	0.0112753	0
ADCY4_7988	0.464429	0.213923	0.573637	0.440138	0.259349	0.794896	1.10276	0.569909	0	0.478576	0.460219	0.933795	0.743833	0.0972676	0.23489	0.140271	0.0940696	0.66816	0.866514	0.214492	0.443519	0.155167	0.852229	0.649243	0.397869	1.01472	0.155167	0.421267	0.587417	0	0.651143	0.635	0.225753	0.720837	0.507667	0.319726
ADCY8_32323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADH5_7991	7.27972	7.33536	7.30529	7.13839	7.31803	7.09088	6.97563	7.14083	7.40792	7.20942	7.16437	7.45026	7.34557	7.28579	7.07936	7.24456	7.27363	7.29725	7.2642	7.23246	7.22083	7.12707	7.50279	7.21696	7.05579	7.37954	8.08509	7.22954	7.1395	7.11476	7.13483	7.32597	7.13246	7.28988	7.29849	7.40305
ADHFE1_7993	4.69687	4.51654	4.81118	4.74776	4.69346	4.61433	4.47827	4.90582	4.41775	5.17815	4.34829	4.73345	4.95093	4.59503	4.88712	4.82433	4.44574	4.50754	4.68666	4.62483	4.29218	4.73953	4.57318	4.60919	4.60933	4.80407	4.59886	4.9581	4.42664	4.60357	4.8439	4.76107	4.58873	4.48622	4.96349	4.81409
ADI1_7994	5.56207	5.35022	5.69454	5.0013	5.15249	5.41588	5.52861	5.51734	5.0294	5.66843	5.23575	5.48073	5.49304	5.31277	5.5467	5.7254	5.47788	5.02554	5.52725	5.16865	5.43682	5.27119	5.40628	5.08679	5.54997	5.36079	5.40092	5.35711	5.25152	5.79951	6.08704	5.41914	5.29278	5.15027	5.81476	5.40534
ADIPOQ_32429	0	0.0519675	0.0519675	0.00950242	0.0519675	0.00950242	0.0519675	0.0519675	0.0519675	0.209972	0.0519675	0.240564	0.0519675	0.203091	0.0519675	0.00950242	0.00950242	0.00950242	0.164481	0.0519675	0.0519675	0.158348	0.0519675	0	0.129265	0.0519675	0.194312	0	0	0.0519675	0.00950242	0.0519675	0.0519675	0.0519675	0.0519675	0.00950242
