ID	Plate1-103	Plate3-439	Plate2-323	Plate9-218	Plate3-432	Plate2-330	Plate9-219	Plate3-438	Plate11-214	Plate1-102	Plate3-435	Plate3-437	Plate11-211	Plate9-220	Plate1-110	Plate1-104	Plate3-434	Plate3-436	Plate11-217	Plate4-433	Plate1-105	Plate2-324	Plate1-108	Plate3-440	Plate1-106	Plate9-213	Plate2-329	Plate1-107	Plate2-321	Plate2-326	Plate3-431	Plate2-325	Plate2-328	Plate4-327	Plate2-322	Plate1-101
ABCC4_32768	0.29888	0.565745	1.09337	0.35425	0.250313	0.333968	0.362466	0.938783	0.454949	0.634568	0.894098	0.261573	0.728872	1.05188	0.886952	0.936408	0.670821	0.682727	0.746969	1.14859	0.807594	0.548753	0.273496	0.47934	1.16526	0.937039	0.488658	0.30258	0.98166	0.628989	0.340678	0.342054	0.113277	0.93433	0.767615	0.618225
ABCC5_7942	3.5752	3.6554	4.10704	3.29789	3.59009	3.20861	3.56871	3.49288	3.5141	3.71646	3.69942	3.56161	3.57747	3.87393	3.31473	3.86229	3.28675	3.53769	3.96632	3.81135	4.09046	3.6521	3.454	3.89955	3.15619	3.66876	3.92387	3.37213	3.48202	3.67099	3.62818	4.00991	2.69773	3.64079	3.76986	3.54282
ABCC6_7943	0.806476	1.4648	1.2052	0.447069	0.992303	0.996828	1.00944	0.990537	1.17462	0.54882	0.770359	0.313328	0.651033	1.21812	0.630007	1.20649	1.41179	0.734482	0.959126	0.740603	0.721846	1.15169	1.35042	0.718648	1.07951	1.002	0.851593	1.11099	0.419834	0.243079	1.2557	0.847787	1.21079	1.58631	0.879447	0.948747
ABCF1_7945	4.51787	4.82571	4.61234	4.44476	4.51175	4.74413	4.41392	4.23502	4.71115	4.25358	4.64323	4.32039	4.75215	3.9472	4.80083	4.37573	4.56918	4.27534	4.46269	4.26143	4.51096	4.42147	4.26473	4.49963	4.65841	4.70231	4.74002	4.32214	4.45496	4.25774	4.91791	4.71991	4.40634	4.27276	4.42994	4.57256
ABCF3_7946	6.8989	6.91912	7.17262	6.67251	7.10476	7.06497	6.87345	6.65853	7.1576	6.3887	7.20514	7.0929	7.12772	7.01486	7.15562	7.02672	7.42424	6.96622	7.34888	6.98245	7.07175	7.18058	7.25867	7.1061	7.42955	7.11882	6.70957	6.79728	7.11927	7.0328	7.03348	7.03102	7.02783	7.13654	7.01775	7.13558
ABCG2_32656	3.9463	3.7373	4.00751	3.60601	4.49493	3.846	3.77864	3.41508	4.47241	3.91364	4.02598	3.64492	3.95969	3.83527	3.81972	3.69901	4.1452	3.80201	4.02783	4.11044	4.07624	3.57191	3.78158	3.91583	4.14161	3.98784	3.87102	4.15736	4.03998	3.59079	3.91027	4.04165	3.93635	3.99187	4.30486	3.7429
ABCG5_7947	5.01458	5.25232	5.19493	4.6787	4.57434	4.81082	4.68673	4.3733	4.98986	4.46637	4.33353	4.20322	4.52136	4.39429	4.71448	4.88569	4.49096	5.08074	4.11858	4.38684	4.86378	4.33469	3.67862	4.83907	4.80437	5.49078	5.19014	5.16481	4.91312	4.75916	4.78463	4.21403	4.49172	4.4343	3.97606	4.08629
ABCG8_7948	0.0986352	0	0.0986352	0	0	0.0986352	1.00368	0	0	0.0986352	0	0	1.05901	0	0.0986352	0.0986352	0	0	0	0	0.0986352	0.0986352	0.0986352	0	0.0986352	0	0.0986352	0.0986352	0.0986352	0.0986352	1.55091	0.0986352	0.0986352	0.0986352	0.0986352	0.0986352
ABHD1_7949	4.84557	5.19062	5.17773	4.76671	4.92287	4.8555	4.99394	5.14463	5.13222	4.83794	4.89028	4.84166	5.06028	5.18263	4.60528	4.96766	4.84603	4.89598	4.90868	4.93043	5.32277	4.80334	4.98047	4.81659	4.89154	4.68397	5.17397	5.01293	4.97024	4.81276	4.8645	4.93523	4.99163	4.69056	4.93263	5.26556
ABHD4_7950	2.40233	2.28291	2.23112	2.23588	1.77173	2.1456	1.83827	1.84921	2.63477	1.77569	2.49149	2.25196	2.74745	2.0935	2.27704	1.7091	1.7515	2.23166	2.01175	2.2443	2.52445	1.84394	2.2767	2.26227	2.5894	2.19539	2.07438	1.9638	2.21209	1.98565	2.78527	2.01682	2.6697	2.206	2.53699	2.76069
ABHD6_7951	1.80521	1.74894	1.8375	1.8547	1.67149	1.93509	1.41958	1.66894	2.35562	1.71971	2.3317	2.38073	2.0893	1.62223	2.29594	1.56503	2.40014	2.13142	2.18584	2.2082	2.13238	2.24627	1.92456	1.34857	2.28898	2.31159	1.6178	1.53729	1.8719	2.25403	1.73533	1.95444	2.18336	1.63971	2.08536	2.27216
ABL1_7952	3.65195	4.16352	4.43249	3.93349	4.50167	3.96391	4.32479	4.40633	4.1101	4.49014	3.56207	4.37977	4.04292	4.34551	4.43949	4.06072	4.34312	3.73488	4.04903	4.40418	4.33048	4.05348	4.18208	3.95389	4.27177	4.29614	4.58699	4.30924	3.84545	4.5273	4.32957	4.13205	4.14907	3.89404	4.19421	4.45438
ACAA1A_7954	8.75822	8.46596	8.73009	8.61634	8.68437	8.44422	8.56632	8.52203	8.41427	8.35132	8.86196	8.51584	8.36427	8.44893	8.62293	8.50946	8.33012	8.63879	8.75438	8.36827	8.58063	8.61791	8.41251	8.92856	8.87653	8.6625	8.7844	8.95147	8.76842	8.73155	8.93249	8.5323	8.7637	8.45262	8.4232	8.66966
ACAA2_7955	12.6865	12.4018	12.213	12.5172	12.5238	12.0607	12.3402	12.4663	12.076	11.7648	12.3824	12.483	12.2389	12.3654	12.5375	11.9881	11.848	12.3472	11.8388	12.5182	12.467	11.6939	11.8053	12.2963	12.8265	12.6587	12.6678	12.7389	12.5837	12.6992	12.2283	12.589	12.6094	12.0614	12.3172	12.4735
ACACA_32532	7.19741	6.77383	7.24175	6.8242	7.11301	6.94	6.90296	6.97174	6.81457	6.70065	6.74158	6.95909	6.81204	6.63001	6.82285	6.92504	7.0547	6.59001	7.60975	7.18269	6.84866	7.02736	7.30682	7.01169	7.30495	6.97276	7.20719	6.70194	6.88744	6.82269	6.91412	6.99116	6.74273	6.45924	6.99292	6.60799
ACADL_32776	4.0411	4.09564	3.88142	3.78614	4.14832	4.21584	3.88949	3.95746	4.84388	3.89242	4.40275	3.95983	3.87847	4.03592	4.45011	3.97246	4.44416	3.95876	4.33318	3.84022	3.95477	4.46788	3.98526	4.15347	4.23598	4.28576	3.97235	4.2708	4.16866	4.36033	4.53925	3.68397	4.5645	4.10425	4.08067	4.36054
ACADM_7957	8.86476	9.04964	8.65802	8.68733	8.73703	8.7717	8.67583	8.78576	9.06631	8.53069	8.92393	8.82564	8.57608	8.64117	8.90743	8.67734	8.70194	8.75842	8.92885	8.45657	8.64014	8.84567	8.78789	8.73316	9.01164	8.73375	8.63154	8.70895	8.71272	8.8328	8.81202	8.77528	8.96889	8.76118	8.82631	8.91739
ACADSB_7959	5.98988	6.09284	6.00726	5.81763	6.03772	5.79927	5.94488	5.93113	6.29735	5.80191	6.24016	6.07919	6.01852	6.03175	5.95268	5.87374	5.97929	6.06077	6.02929	5.67954	6.17217	6.08569	5.98791	6.00065	6.17558	6.09459	6.00516	5.99849	6.24652	5.97153	6.22863	6.04234	6.26497	5.83265	6.07451	6.31882
ACADVL_7960	8.30924	8.302	8.20365	8.14928	8.21339	8.25813	8.07552	8.14169	8.25764	7.96727	8.30861	8.05568	8.09409	8.18211	8.20535	8.15186	8.22077	8.13704	8.33518	8.08573	8.24146	8.15922	8.05913	8.21685	8.31261	8.2482	8.28446	8.23395	8.26023	8.04362	8.25348	8.15165	8.29555	8.04859	8.23015	8.21576
ACAT2_7961	4.86391	4.71443	4.74336	3.954	3.41406	3.58533	3.61236	3.94865	4.82278	3.65131	4.66983	3.96641	4.09001	3.82442	4.9171	3.85333	4.15846	4.63926	5.01425	4.49379	4.07887	4.58422	4.18506	4.67788	4.65741	4.45326	4.51334	4.56962	4.57905	4.71859	4.41318	3.98582	4.85269	3.98851	3.54504	3.97241
ACBD3_7962	2.68118	3.10916	3.03012	2.88639	2.79153	2.96733	3.11913	2.32124	3.08258	2.87714	2.21806	3.17114	3.05828	3.06992	2.83188	2.85568	3.32901	2.75687	2.62653	3.46713	3.21701	2.76235	3.04019	2.90672	2.59013	3.05432	2.92789	3.25854	2.67272	3.15421	3.3149	3.35032	2.96663	2.34316	3.21104	2.89645
ACD_7963	4.03678	4.28535	4.06606	4.11231	4.39545	4.4413	4.08713	4.0613	4.08621	3.99629	3.71238	3.72424	4.266	4.09046	4.28883	4.19405	4.10003	4.5449	4.15636	3.94746	4.19909	4.07111	4.12516	4.24718	4.05666	4.00668	4.44638	4.04205	3.90204	4.14055	4.1271	4.13186	4.14887	4.13617	3.66103	3.78967
ACE_32504	0.00691612	0	0.00691612	0.00691612	0	0.00691612	0.00691612	0	0.00691612	0.00691612	0.255897	0	0.00691612	0.00691612	0.00691612	0.00691612	0	0	0.00691612	0	0.00691612	0.00691612	0.00691612	0	0.00691612	0.00691612	0.00691612	0.00691612	0.00691612	0.00691612	0	0.00691612	0.00691612	0.00691612	0.00691612	0.00691612
ACE_34123	0	0.306057	0.311077	0.237602	0.00164125	0.29056	0.0440133	0.00164125	0.0440133	0.186731	0.278286	0.253127	0.25925	0.0440133	0	0.188501	0.00164125	0.00164125	0.0440133	0.00164125	0	0	0.198949	0.00164125	0.265509	0.0440133	0	0.228032	0	0	0.00164125	0	0	0.260635	0	0
ACLY_7965	8.12561	7.97131	8.80279	8.0093	8.01446	8.24903	7.58417	8.06575	8.41672	7.58391	7.76288	8.25408	7.96403	7.22639	8.26971	8.1928	8.70725	7.48721	8.59271	8.16834	8.22294	7.92061	8.48531	7.52484	8.32394	8.33584	7.76005	7.83471	7.84109	8.1827	8.61574	8.21211	8.09478	7.31111	8.19761	7.53793
ACMSD_32377	0	0.302091	0.0557813	0	0	0.0557813	0	0	0	0.387881	0.27432	0	0.203068	0.215508	0	0.190966	0	0	0	0	0	0.0557813	0	0	0.267975	0.224423	0.0557813	0	0.0557813	0.0557813	0	0.0557813	0.0557813	0.0557813	0.0557813	0
ACO1_7966	5.1476	5.67155	5.15168	5.01672	5.35622	5.3675	5.10419	5.07634	5.87109	5.3699	5.76257	5.54708	5.34431	5.01056	5.23297	5.35707	5.17313	5.37687	5.58912	5.02445	5.63525	5.14067	5.12299	5.13189	5.61496	5.18562	5.48344	5.26552	5.67362	5.20709	5.22939	5.11102	5.31274	5.352	5.54973	5.33485
ACO2_7967	1.0674	1.58594	1.57529	1.57142	1.55167	1.6053	1.01773	1.80403	1.87494	1.30679	1.88251	1.85746	2.11197	1.50772	1.83077	1.68271	1.79291	1.18979	1.79167	0.909006	1.99839	2.04708	1.64459	1.60713	1.8139	1.85843	1.93023	1.67195	1.73048	1.52693	2.1805	1.40708	1.68788	0.904578	1.94609	1.22634
ACOT12_32718	7.99292	8.05951	7.70178	7.94711	7.60783	7.8118	7.60856	7.57792	7.97132	7.45506	7.90232	7.61586	7.35542	7.77237	7.86617	7.60305	7.65326	7.93829	7.93412	7.54205	7.58807	7.6764	8.13108	8.0613	7.78604	7.69954	7.7009	7.79687	7.8867	7.56029	7.78103	8.04967	8.02632	7.63589	7.68961	7.74093
ACOT1_7968	0.538736	0.046813	0.159413	0.716913	1.4422	0.381946	0.598552	0.046813	0.35638	0.804169	0.323458	0.512384	0.464584	0.0620922	0.31076	0.47691	0.046813	0.528103	0.285062	0.532764	0.0446602	0.142016	0.676574	0.046813	0.0446602	0.0620922	0.232423	0.316445	0.731776	0.676967	0.377403	0	0.419532	0.331007	0.98205	0.36807
ACOT2_7969	4.15298	3.58952	3.76727	3.60294	4.02745	3.76062	3.47033	3.62295	4.03376	3.39783	4.13197	3.50361	3.88555	3.59247	3.80149	3.89584	3.62302	3.76607	4.09189	3.46468	4.14304	3.65784	3.19848	4.09051	3.85036	3.739	3.81473	4.12958	3.93023	4.28145	4.26741	3.66616	4.02229	3.4848	3.70182	3.9794
ACOT3_7970	4.36426	3.48886	4.05896	3.79222	4.37859	3.71696	3.69169	3.5556	3.62238	3.50434	3.83579	3.83474	3.99783	3.58104	3.56499	3.7131	3.78992	4.12739	4.25254	3.92337	4.15006	3.75432	3.17312	4.01157	4.29058	3.97939	4.02479	4.31461	3.67998	3.95439	3.60861	3.78398	4.41144	3.79556	3.37406	3.66424
ACOT4_7971	2.50688	2.46355	2.50155	2.37469	2.61059	2.12005	1.98847	2.34955	3.09697	2.3979	3.10026	2.22662	2.05967	1.91011	2.71313	2.49092	2.42814	2.45377	2.76967	1.72965	2.31344	2.87323	2.01316	2.77323	2.79311	2.84681	2.34785	2.5712	2.57811	2.47411	2.57052	2.43189	2.84101	2.16126	2.37683	2.49943
ACOT9_7972	0.013331	0	0.0374812	0	0	0.0374812	0	0	0	0.013331	0.462427	0	0	0.223119	0.013331	0.245584	0	0.214368	0.218412	0	0.013331	0.0374812	0.013331	0	0.013331	0	0.0374812	0.285116	0.0374812	0.0374812	0.284335	0.0374812	0.0374812	0.300018	0.0374812	0.013331
ACOX1_7973	9.23942	9.30878	9.15703	8.98782	9.30447	9.14891	9.07774	9.12403	9.33513	9.21992	9.533	9.14177	9.33748	9.18377	9.17502	9.22841	9.19023	8.96984	9.58004	8.90139	8.99026	9.28341	8.84116	9.32173	9.2244	9.12295	9.13759	9.42096	9.45632	9.34506	9.44532	9.05843	9.46886	9.11334	9.07159	9.65111
ACOX2_32902	6.55898	6.82603	6.59712	6.56375	6.17564	6.78952	6.51071	6.73479	6.67901	6.41293	6.81413	6.34121	6.37822	6.6689	6.75949	6.43389	6.74952	6.83182	6.67065	6.55389	6.62471	6.41983	6.76066	6.54865	6.56557	6.84301	6.59069	6.62226	6.7358	6.7501	6.60714	6.4655	6.88917	6.5883	6.35679	6.64804
ACP5_32623	0.117242	0.0556444	0	0.1025	0.0556444	0.285162	0.1025	0.2953	0.1025	0.452929	0.332289	0.0556444	0.317737	0.1025	0.115256	0.0814093	0.310998	0.0556444	0.1025	0.0556444	0.156905	0.288281	0.299549	0.309266	0.158418	0.542296	0	0.120941	0	0.595721	0.386234	0	0	0.477273	0.302371	0
ACSL6_32382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM3_7976	6.14794	5.75685	5.69445	5.5821	5.87105	5.65333	5.52228	5.31354	5.93588	6.05408	6.40262	5.46044	5.63723	6.28698	6.04917	5.62053	5.50324	5.99228	5.53016	5.81906	4.35373	5.24293	5.3762	6.06658	5.64464	5.73912	6.19363	5.8065	5.82013	5.61387	5.54181	6.14331	5.83749	5.92594	5.60239	6.22146
ACSS1_32386	0.0712766	0.606486	0.395341	0.450353	0.677063	1.00754	0.331991	0.495943	0.725413	0.500445	0.759346	0.516401	1.179	0.219804	0.756237	0.835685	0.523064	0.892385	1.11988	0.31417	1.20147	0.832658	0.313978	0.520081	0.380539	0	0.772564	0.343062	0.0823624	0.0823624	0.0508295	0.379614	0.397183	0.759313	0.646837	0.881804
ACSS2_7977	1.82758	2.3421	2.54041	2.10399	2.30053	1.84961	1.47359	2.05181	2.28647	1.85936	1.9976	1.80751	1.70213	1.28617	2.09535	1.73538	1.98326	1.75963	2.52336	2.16332	1.73358	1.94286	2.15657	1.63847	2.28627	2.55058	2.19662	2.35462	2.08004	2.73156	1.92959	1.25762	2.49198	1.46119	1.42191	2.05505
ACTA1_7978	0	0.0172548	0.0172548	0	0.0172548	0.0172548	0	0.0172548	0	0	0.0172548	0.0172548	0.210968	0	0	0.202013	0.0172548	0.0172548	0	0.0172548	0	0.0172548	0.212461	0.0172548	0	0	0.0172548	0	0.0172548	0.0172548	0.0172548	0.0172548	0.0172548	0.0172548	0.0172548	0
ACTA2_33040	1.17998	0.343556	0.7669	0.49791	0.485241	0.732396	0.907692	0.664066	0.519669	0.212072	0.547821	0.856131	0.697913	0.872289	0.639061	0.390771	0.866563	0.520429	1.39863	0.525091	0.559703	0.196884	0.414818	0.0391397	0.0921659	0.217665	0.582872	0.0546891	0.474037	0.196884	1.0607	0.740481	0.196884	1.04355	0.977844	1.69522
ACTC1_32706	0.00656341	0.00656341	0	0.00656341	0.00656341	0	0.00656341	0.00656341	0.00656341	0.00656341	0.00656341	0.00656341	0.00656341	0.00656341	0.00656341	0.00656341	0.00656341	0.00656341	0.00656341	0.00656341	0.00656341	0	0.00656341	0.00656341	0.00656341	0.00656341	0	0.00656341	0	0	0.00656341	0	0	0.242846	0	0.00656341
ACTG2_32972	0.0267735	0.253525	0.0267735	0	0	0.0267735	0	0	0.291633	0.0267735	0	0	0	0	0.0267735	0.0267735	0.421343	0	0	0	0.0267735	0.0267735	0.0267735	0	0.0267735	0	0.0267735	0.0267735	0.0267735	0.0267735	0	0.0267735	0.0267735	0.0267735	0.0267735	0.0267735
ACTN1_7980	5.55079	5.56634	6.00482	5.24631	5.49694	5.21827	5.63942	5.52856	5.80895	5.38916	5.41746	5.5126	5.8328	5.62535	5.7729	5.38353	5.37937	5.95595	5.34724	5.60202	5.76616	5.72839	5.59966	5.38946	5.4492	5.62642	5.89011	5.60783	5.62814	5.14156	5.97642	6.22287	5.12151	5.35361	5.51583	5.49656
ACVRL1_32420	1.42382	1.98584	1.78171	1.18682	1.5516	0.647996	1.31668	1.62908	1.88611	1.27462	1.31339	1.32561	1.27682	1.10168	1.69748	1.2819	0.997458	1.25483	0.821846	0.371197	1.77321	0.653264	0.712132	1.52409	1.57512	1.64899	1.90077	0.790221	1.54245	1.6062	1.49888	2.01769	1.09465	0.959153	1.2481	1.09304
ACY3_32489	5.65739	6.21214	5.80133	5.78173	5.52496	5.71171	5.62455	5.38353	6.14631	5.82654	6.50124	5.45718	5.66178	5.83228	6.32653	5.25262	6.16083	6.05719	5.97667	5.48594	5.47288	5.54881	5.79981	5.7341	5.89945	5.89134	5.69925	5.77218	5.99753	5.98174	6.28096	5.83507	6.41612	5.93893	5.8676	6.70448
ADAM10_7983	1.07815	0.775834	1.09489	1.13448	0.246493	0.725147	0.667172	0.934963	1.06059	0.963105	1.31639	0.823259	1.51418	0.35839	1.07222	1.42594	1.11848	1.37585	1.35541	1.14477	0.839845	1.04137	0.513439	0.829025	0.626836	1.17981	0.741278	0.760733	1.11183	1.29369	1.6199	1.17938	0.373071	1.06126	1.56306	1.52719
ADAM8_7984	0.0123905	0	0.0123905	0	0	0.0123905	0	0	0	0.0123905	0	0	0	0	0.0123905	0.0123905	0	0	0	0.249397	0.0123905	0.0123905	0.0123905	0	0.0123905	0	0.0123905	0.0123905	0.0123905	0.0123905	0	0.0123905	0.0123905	0.0123905	0.0123905	0.0123905
ADAMTS4_33053	0.214853	0.328704	0	0.054729	0.0242874	0	0.054729	0.0242874	0.054729	0.177251	0.0242874	0.0242874	0.054729	0.054729	0	0	0.0242874	0.0242874	0.054729	0.0242874	0	0.269797	0	0.0242874	0.256029	0.054729	0	0.218553	0.483761	0	0.0242874	0	0	0	0	0
ADAT1_7986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADCK3_7987	2.42905	2.10249	2.76911	2.34872	2.0462	2.28499	1.99462	2.28925	2.57381	2.23966	2.34762	1.52353	2.22191	2.33933	1.71689	2.24903	1.97489	2.50429	2.16608	2.66966	2.36026	2.23268	2.30341	2.1765	2.06464	2.52302	2.17694	2.60521	2.50381	2.07867	2.76305	1.66732	2.24339	2.01822	2.42235	2.4917
ADCY2_32834	0.0112753	0	0.0112753	0	0	0.0112753	0	0	0	0.0112753	0	0	0	0	0.0112753	0.0112753	0	0.245835	0	0	0.0112753	0.0112753	0.0112753	0	0.0112753	0	0.0112753	0.0112753	0.0112753	0.0112753	0	0.0112753	0.0112753	0.0112753	0.0112753	0.0112753
ADCY4_7988	0.649243	0.743833	0.536903	0.0972676	0.214492	0.259349	0.440138	0.213923	0.651143	0.584335	1.01472	0.225753	0.620519	0.794896	0.421267	0.587417	0.635	0.23489	0.319726	0.460219	0.155167	0.507667	0.397869	0.443519	0.464429	0.140271	0	0.155167	0.852229	0.569909	0.573637	0.720837	0	1.10276	0.276558	0.478576
ADCY8_32323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADH5_7991	7.21696	7.34557	7.36799	7.28579	7.23246	7.31803	7.13839	7.33536	7.13483	6.91393	7.37954	7.13246	7.20258	7.09088	7.22954	7.1395	7.32597	7.07936	7.40305	7.16437	8.08509	7.29849	7.05579	7.22083	7.27972	7.24456	7.40792	7.12707	7.50279	7.14083	7.30529	7.28988	7.11476	6.97563	7.1049	7.20942
ADHFE1_7993	4.60919	4.95093	4.74636	4.59503	4.62483	4.69346	4.74776	4.51654	4.8439	4.08159	4.80407	4.58873	4.45877	4.61433	4.9581	4.42664	4.76107	4.88712	4.81409	4.34829	4.59886	4.96349	4.60933	4.29218	4.69687	4.82433	4.41775	4.73953	4.57318	4.90582	4.81118	4.48622	4.60357	4.47827	4.71681	5.17815
ADI1_7994	5.08679	5.49304	5.21195	5.31277	5.16865	5.15249	5.0013	5.35022	6.08704	5.32317	5.36079	5.29278	5.06653	5.41588	5.35711	5.25152	5.41914	5.5467	5.40534	5.23575	5.40092	5.81476	5.54997	5.43682	5.56207	5.7254	5.0294	5.27119	5.40628	5.51734	5.69454	5.15027	5.79951	5.52861	5.3878	5.66843
ADIPOQ_32429	0	0.0519675	0.0519675	0.203091	0.0519675	0.0519675	0.00950242	0.0519675	0.00950242	0.117047	0.0519675	0.0519675	0.00950242	0.00950242	0	0	0.0519675	0.0519675	0.00950242	0.0519675	0.194312	0.0519675	0.129265	0.0519675	0	0.00950242	0.0519675	0.158348	0.0519675	0.0519675	0.0519675	0.0519675	0.0519675	0.0519675	0.0519675	0.209972
